PLUS,McMullen,State,Locality,Name,Type,Found_Date,First_Ref,Latest_Ref,Cess_Date,ED_for_Size,Size_at_ED,LD_for_Size,Size_at_LD,objectid,object_thumb,object_location,reference_url
"1077","437","CT","Guilford, Saybrook, Killingworth, and Lyme","Library of Guilford, Saybrook, Killingworth, and Lyme","Socl","1737","","1787","","1787","391","1787","391","rec1069","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00437/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00437/full/full/0/default.jpg","http://localhost:4000/items/rec1069.html"
"1101","485","CT","Lebanon","Philogrammatican Library Company","Socl","1739","","","1792","","0","","0","rec1093","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00485/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00485/full/full/0/default.jpg","http://localhost:4000/items/rec1093.html"
"2650","602","CT","Pomfret","United English Library for the Propagation of Christian and Useful Knowledge","Theo coll","1739","","1805","","","0","","0","rec2629","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00602/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00602/full/full/0/default.jpg","http://localhost:4000/items/rec2629.html"
"2704","5787","PA","Philadelphia","Friends Library","Theo socy","1741","","1884","","1776","111","1875","7000","rec2683","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05787/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05787/full/full/0/default.jpg","http://localhost:4000/items/rec2683.html"
"7318","5529","PA","Bethlehem","Archives of the Moravian Church","Church","1742","","1884","","","0","","0","rec7233","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05529/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05529/full/full/0/default.jpg","http://localhost:4000/items/rec7233.html"
"1489","5580","PA","Darby","Darby Library Co.","Socl","1743","","1893","","1761","230","1872","3000","rec1476","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05580/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05580/full/full/0/default.jpg","http://localhost:4000/items/rec1476.html"
"2640","6120","RI","Newport","Ecclesiastical Library","Rel socl","1743","","1743","","","0","","0","rec2619","https://puliiif-staging.princeton.edu/iiif/2/davies%2F06120/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F06120/full/full/0/default.jpg","http://localhost:4000/items/rec2619.html"
"4005","5750","PA","Philadelphia","American Philos. Society","Sci eng socy","1743","","1951","","1833","6000","1875","20000","rec3930","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05750/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05750/full/full/0/default.jpg","http://localhost:4000/items/rec3930.html"
"1121","518","CT","Milford","Milford Library","Socl","1745","","1810","","1810","200","1810","200","rec1113","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00518/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00518/full/full/0/default.jpg","http://localhost:4000/items/rec1113.html"
"1499","5606","PA","Germantown","Germantown Library","Socl","1745","","1867","","","0","","0","rec1485","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05606/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05606/full/full/0/default.jpg","http://localhost:4000/items/rec1485.html"
"2647","709","CT","Woodstock and Killingly","United English Library for the Propagation of Christian and Useful Knowledge","Rel socl","1745","","1745","","","0","","0","rec2626","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00709/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00709/full/full/0/default.jpg","http://localhost:4000/items/rec2626.html"
"7835","5631","PA","Harrisburg","State Library","State","1745","","1884","","1850","10000","1875","30500","rec7750","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05631/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05631/full/full/0/default.jpg","http://localhost:4000/items/rec7750.html"
"1561","5878","PA","Philadelphia","Union Library Co.","Socl","1746","","","1769","1754","317","1754","317","rec1547","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05878/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05878/full/full/0/default.jpg","http://localhost:4000/items/rec1547.html"
"5957","4265","NJ","Princeton","Library of the College of N.J.","Coll","1746","","1901","","1760","1300","1875","29500","rec5878","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04265/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04265/full/full/0/default.jpg","http://localhost:4000/items/rec5878.html"
"923","6126","RI","Newport","Redwood Library and Athenaeum","Socl","1747","","1884","","1764","1516","1875","20634","rec915","https://puliiif-staging.princeton.edu/iiif/2/davies%2F06126/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F06126/full/full/0/default.jpg","http://localhost:4000/items/rec915.html"
"7174","2268","ME","Yarmouth","Yarmouth Library","Church","1747","","1747","","","0","","0","rec7089","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02268/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02268/full/full/0/default.jpg","http://localhost:4000/items/rec7089.html"
"1746","6226","SC","Charleston","The Library Society","Socl","1748","","1884","","1790","342","1875","15000","rec1730","https://puliiif-staging.princeton.edu/iiif/2/davies%2F06226/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F06226/full/full/0/default.jpg","http://localhost:4000/items/rec1730.html"
"320","4094","NH","Portsmouth","Social Library","Socl","1750","","","1786","","0","","0","rec313","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04094/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04094/full/full/0/default.jpg","http://localhost:4000/items/rec313.html"
"1458","4286","NJ","Trenton","Trenton Library Co.","Socl","1750","","","1855","","0","","0","rec1445","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04286/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04286/full/full/0/default.jpg","http://localhost:4000/items/rec1445.html"
"7175","2154","ME","Kittery and York","Revolving Library - Pepperell Library","Church","1751","","1873","","","0","","0","rec7090","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02154/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02154/full/full/0/default.jpg","http://localhost:4000/items/rec7090.html"
"2651","563","CT","Newington","Newington Book Company","Theo coll","1752","","1752","","","0","","0","rec2630","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00563/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00563/full/full/0/default.jpg","http://localhost:4000/items/rec2630.html"
"939","6166","RI","Providence","Providence Library Company","Socl","1753","","","1836","1768","911","1768","911","rec931","https://puliiif-staging.princeton.edu/iiif/2/davies%2F06166/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F06166/full/full/0/default.jpg","http://localhost:4000/items/rec931.html"
"1294","4466","NY","East Hampton","Philogrammatican Library","Socl","1753","","1784","","","0","","0","rec1284","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04466/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04466/full/full/0/default.jpg","http://localhost:4000/items/rec1284.html"
"4326","665","CT","West Hartford","Book Society","Book","1753","","1816","","1816","100","1816","100","rec4250","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00665/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00665/full/full/0/default.jpg","http://localhost:4000/items/rec4250.html"
"1320","4652","NY","New York","N. Y. Society Library","Socl","1754","","1884","","1793","5000","1875","65000","rec1310","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04652/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04652/full/full/0/default.jpg","http://localhost:4000/items/rec1310.html"
"1391","12476","NJ","Elizabeth","Elizabeth Town Library co.","Socl","1755","","1755","","","0","","0","rec1379","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12476/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12476/full/full/0/default.jpg","http://localhost:4000/items/rec1379.html"
"1502","5636","PA","Hallenbeck","Union Library Of Hatsboro","Socl","1755","","1884","","1756","59","1875","7431","rec1488","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05636/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05636/full/full/0/default.jpg","http://localhost:4000/items/rec1488.html"
"6086","5882","PA","Philadelphia","University of Pennsylvania","Coll","1755","","1884","","1845","5000","1875","20000","rec6006","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05882/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05882/full/full/0/default.jpg","http://localhost:4000/items/rec6006.html"
"7308","42065","NJ","New Brunswick","Parochial Library","Church","1755","","1755","","","0","","0","rec7223","https://puliiif-staging.princeton.edu/iiif/2/davies%2F42065/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F42065/full/full/0/default.jpg","http://localhost:4000/items/rec7223.html"
"7406","4863","NC","Cape Fear","Parish of St. James","Church","1755","","1770","","","0","","0","rec7321","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04863/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04863/full/full/0/default.jpg","http://localhost:4000/items/rec7321.html"
"7421","42108","SC","","St. Michaels Parochial Library","Church","1755","","1755","","","0","","0","rec7336","https://puliiif-staging.princeton.edu/iiif/2/davies%2F42108/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F42108/full/full/0/default.jpg","http://localhost:4000/items/rec7336.html"
"1381","4181","NJ","Burlington","Library Co. of Burlington","Socl","1756","","1965","","","0","","0","rec1370","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04181/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04181/full/full/0/default.jpg","http://localhost:4000/items/rec1370.html"
"1415","12492","NJ","Mt. Holly","Bridgewater Library Company","Socl","1756","","1756","","","0","","0","rec1403","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12492/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12492/full/full/0/default.jpg","http://localhost:4000/items/rec1403.html"
"7389","42115","VA","Orange County","Parochial Library","Church","1756","","1756","","","0","","0","rec7304","https://puliiif-staging.princeton.edu/iiif/2/davies%2F42115/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F42115/full/full/0/default.jpg","http://localhost:4000/items/rec7304.html"
"1534","5752","PA","Philadelphia","The Amicable Library Co.","Socl","1757","","","1766","","0","","0","rec1520","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05752/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05752/full/full/0/default.jpg","http://localhost:4000/items/rec1520.html"
"1535","5754","PA","Lamberton","The Association Library Co.","Socl","1757","","","1769","1764","570","1767","575","rec1521","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05754/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05754/full/full/0/default.jpg","http://localhost:4000/items/rec1521.html"
"6012","4587","NY","New York","Columbia College","Coll","1757","","1884","","1834","8000","1875","18745","rec5933","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04587/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04587/full/full/0/default.jpg","http://localhost:4000/items/rec5933.html"
"7213","42054","MA","Cambridge","Parochial Library","Church","1757","","1757","","","0","","0","rec7128","https://puliiif-staging.princeton.edu/iiif/2/davies%2F42054/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F42054/full/full/0/default.jpg","http://localhost:4000/items/rec7128.html"
"7390","42116","VA","Orange Co.","Parochial Library","Church","1757","","1757","","","0","","0","rec7305","https://puliiif-staging.princeton.edu/iiif/2/davies%2F42116/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F42116/full/full/0/default.jpg","http://localhost:4000/items/rec7305.html"
"1258","4312","NY","Albany","Albany Society Library","Socl","1758","","","1792","","0","","0","rec1248","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04312/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04312/full/full/0/default.jpg","http://localhost:4000/items/rec1248.html"
"7201","2544","MA","Boston","New England Library","Church","1758","","1858","","1858","259","1858","259","rec7116","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02544/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02544/full/full/0/default.jpg","http://localhost:4000/items/rec7116.html"
"7204","2550","MA","Boston","Prince Library","Church","1758","","","1866","1850","1800","1851","1800","rec7119","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02550/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02550/full/full/0/default.jpg","http://localhost:4000/items/rec7119.html"
"7417","42104","SC","Prince Williams","Parochial Library","Church","1758","","1758","","","0","","0","rec7332","https://puliiif-staging.princeton.edu/iiif/2/davies%2F42104/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F42104/full/full/0/default.jpg","http://localhost:4000/items/rec7332.html"
"1307","4515","NY","Huntington","Huntington Library Society","Socl","1759","","1762","","","0","","0","rec1297","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04515/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04515/full/full/0/default.jpg","http://localhost:4000/items/rec1297.html"
"1512","5663","PA","Lancaster","Juliana Library","Socl","1759","","1850","","1776","1000","1776","1000","rec1498","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05663/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05663/full/full/0/default.jpg","http://localhost:4000/items/rec1498.html"
"775","3119","MA","Salem","Social Library","Socl","1760","","","","1761","415","1761","415","rec767","https://puliiif-staging.princeton.edu/iiif/2/davies%2F03119/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F03119/full/full/0/default.jpg","http://localhost:4000/items/rec767.html"
"1146","573","CT","North Guilford","Social Library","Socl","1760","","1794","","","0","","0","rec1137","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00573/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00573/full/full/0/default.jpg","http://localhost:4000/items/rec1137.html"
"1528","5732","PA","Newtown","Newtown Library","Socl","1760","","1942","","1760","62","1860","503","rec1514","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05732/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05732/full/full/0/default.jpg","http://localhost:4000/items/rec1514.html"
"7304","42068","NJ","Woodbridge","Parochial Library","Church","1760","","1760","","","0","","0","rec7219","https://puliiif-staging.princeton.edu/iiif/2/davies%2F42068/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F42068/full/full/0/default.jpg","http://localhost:4000/items/rec7219.html"
"1072","431","CT","Griswold","North Preston Parish Library","Socl","1761","","1801","","1801","200","1801","200","rec1064","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00431/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00431/full/full/0/default.jpg","http://localhost:4000/items/rec1064.html"
